HU number,Shipping Point,Packed Quantity,Material,Packaging Materials,Length,Width,Height,Total Volume
LELMECB40064546401E,CND7,4,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064544988E,CND7,5,SEF901376/0535,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40064544988E,CND7,10,RPM2531610/10M,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40064544988E,CND7,5,SEF901377/5,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40064545220E,CND7,5,RNT44737/01,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40064554765E,CND7,11,RNT44737/01,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064554765E,CND7,11,SEF901376/0535,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064554765E,CND7,11,SEF901377/5,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064554765E,CND7,22,RPM2531610/10M,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064546357E,CND7,1,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064546357E,CND7,1,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064546357E,CND7,1,SEF901377/5,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064546357E,CND7,2,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064634634E,CND7,19,RNT44737/01,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064634634E,CND7,19,SEF901377/4,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064634634E,CND7,19,SEF901376/0535,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064590367E,CND7,16,RDH10265/3,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40064590367E,CND7,10,RDH10265/25,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40064590367E,CND7,6,RDH10265/25,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40064610430E,CND7,1,KRC161917/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40064536136E,CND7,1,KRC1612271/11R1D,EAB-PACK,0.55,0.365,0.22,0.044
LELMECB40064632302E,CND7,22,RNT44737/01,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40064632302E,CND7,22,SEF901377/4,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40064632302E,CND7,22,SEF901376/0535,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40064535092E,CND7,2,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064535092E,CND7,2,SXK1254142/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064535092E,CND7,2,RPM2533512/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064453556E,CND7,239,RDH10265/3,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064453556E,CND7,239,RDH10265/25,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064453556E,CND7,108,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064455345E,CND7,239,RNT44737/01,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064455345E,CND7,239,SEF901377/4,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064455383E,CND7,131,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064455383E,CND7,239,SXK1257558/2,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064610560E,CND7,1,KRC161917/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40064538468E,CND7,1,KRC161818/2,EAB-PACK,0.63,0.4,0.255,0.064
LELMECB40064538260E,CND7,1,KRC161818/2,EAB-PACK,0.63,0.4,0.255,0.064
LELMECB40064610577E,CND7,1,KRC161917/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40064588272E,CND7,1,NCD90178/1,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40064588272E,CND7,1,RPM777096/00115,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40064588272E,CND7,1,RPM777755/01500,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40064538284E,CND7,1,KRC161818/2,EAB-PACK,0.63,0.4,0.255,0.064
LELMECB40064548887E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064548887E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064548887E,CND7,3,SEF901377/5,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064548887E,CND7,6,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064553935E,CND7,1,KRC161977/2,EAB-ZPACK,0.29,0.255,0.1,0.007
LELMECB40064555618E,CND7,16,RNT44737/01,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064555618E,CND7,16,SEF901377/4,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064555618E,CND7,16,SEF901376/0535,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064555618E,CND7,16,RPM2531610/10M,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064537805E,CND7,6,KRC161818/2,EAB-PACK,1.2,0.8,0.63,0.605
LELMECB40064549969E,CND7,5,RNT44737/01,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40064549969E,CND7,5,SEF901377/4,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40064549969E,CND7,5,SEF901376/0535,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40064549969E,CND7,5,RPM2531610/10M,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40064554888E,CND7,1,KRC161892/2,EAB-ZPACK,0.6,0.44,0.25,0.066
LELMECB40064590336E,CND7,4,RPM777567/05000,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064590336E,CND7,8,RPM919727/05000,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064590336E,CND7,4,RPM777528/10000,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064590336E,CND7,4,RDH10265/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064542625E,CND7,1,KRC161866/2,EAB-PACK,0.63,0.4,0.255,0.064
LELMECB40064537775E,CND7,6,KRC161818/2,EAB-PACK,1.2,0.8,0.63,0.605
LELMECB40064412461E,CND7,16,KRC1612271/11R1C,EAB-PACK,1.2,0.74,1.02,0.906
LELMECB40064412546E,CND7,16,KRC1612271/11R1C,EAB-PACK,1.2,0.74,1.02,0.906
LELMECB40064412560E,CND7,1,KRC1612271/11R1C,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40064412577E,CND7,1,KRC1612271/11R1C,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40064542496E,CND7,1,KRC161866/2,EAB-PACK,0.63,0.4,0.255,0.064
LELMECB40064609939E,CND7,16,KRC161917/2,EAB-ZPACK,1.2,0.8,1.08,1.037
LELMECB40064542502E,CND7,1,KRC161866/2,EAB-PACK,0.63,0.4,0.255,0.064
LELMECB40064536419E,CND7,1,KRC1612271/11R1D,EAB-PACK,0.55,0.365,0.22,0.044
LELMECB40064538215E,CND7,1,KRC161818/2,EAB-PACK,0.63,0.4,0.255,0.064
LELMECB40064538239E,CND7,1,KRC161818/2,EAB-PACK,0.63,0.4,0.255,0.064
LELMECB40064538253E,CND7,1,KRC161818/2,EAB-PACK,0.63,0.4,0.255,0.064
LELMECB40064536440E,CND7,1,KRC1612271/11R1D,EAB-PACK,0.55,0.365,0.22,0.044
LELMECB40064677969E,CND7,1,SEF901376/0214,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40064594716E,CND7,4,TZC50032/100,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064610263E,CND7,8,KRC161917/2,EAB-ZPACK,1.2,0.8,0.615,0.59
LELMECB40064532077E,CND7,2,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064532077E,CND7,2,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064532077E,CND7,2,SEF901377/5,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064532077E,CND7,4,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064397164E,CND7,3,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064397164E,CND7,3,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064397164E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064397164E,CND7,3,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064397164E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064397164E,CND7,3,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064532961E,CND7,3,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064532961E,CND7,3,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064532961E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064532961E,CND7,3,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064532961E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064532961E,CND7,3,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064532961E,CND7,3,SXK1257558/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064610836E,CND7,1,KRC161917/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40064593337E,CND7,20,TZC50032/100,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064546661E,CND7,64,SEF901376/0535,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40064541550E,CND7,2,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064541550E,CND7,2,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064541550E,CND7,2,SEF901377/5,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064541550E,CND7,4,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064547835E,CND7,55,SEF901376/0535,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40064548276E,CND7,119,RNT44737/01,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40064548276E,CND7,119,SEF901377/5,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40064548658E,CND7,119,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064548665E,CND7,4,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064548665E,CND7,115,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064542113E,CND7,1,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064542113E,CND7,1,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064542113E,CND7,1,SEF901377/5,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064542113E,CND7,2,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064558213E,CND7,24,RNT44737/01,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40064558213E,CND7,24,SEF901376/0535,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40064558213E,CND7,24,SEF901377/5,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40064558213E,CND7,48,RPM2531610/10M,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40064549440E,CND7,4,RNT44737/01,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40064549440E,CND7,4,SEF901376/0535,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40064549440E,CND7,4,SEF901377/5,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40064549440E,CND7,8,RPM2531610/10M,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40064610522E,CND7,1,KRC161917/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40064554789E,CND7,9,RNT44737/01,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064554789E,CND7,9,SEF901377/4,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064554789E,CND7,9,SEF901376/0535,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064554789E,CND7,9,RPM2531610/10M,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064610546E,CND7,1,KRC161917/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40064610553E,CND7,1,KRC161917/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40064538048E,CND7,4,RDH10265/3,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40064538048E,CND7,4,RDH10265/25,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40064538048E,CND7,4,RNT44737/01,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40064538048E,CND7,4,SEF901377/4,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40064538048E,CND7,4,SEF901376/0535,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40064538048E,CND7,4,RPM2531610/10M,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40064535603E,CND7,12,KRC161818/2,EAB-PACK,1.2,0.8,1.12,1.075
LELMECB40064610454E,CND7,1,KRC161917/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40064610478E,CND7,1,KRC161917/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40064541529E,CND7,1,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064541529E,CND7,1,KRY901345/7,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064541529E,CND7,1,SXK1254142/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064541529E,CND7,1,RPM2533512/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064610492E,CND7,1,KRC161917/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40064610515E,CND7,1,KRC161917/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40064542199E,CND7,3,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064542199E,CND7,3,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064542199E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064542199E,CND7,3,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064542199E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064542199E,CND7,3,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064542199E,CND7,3,SXK1257558/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064539700E,CND7,12,KRC161866/2,EAB-PACK,1.2,0.8,1.11,1.066
LELMECB40064541826E,CND7,12,KRC161866/2,EAB-PACK,1.2,0.8,1.11,1.066
LELMECB40064541833E,CND7,12,KRC161866/2,EAB-PACK,1.2,0.8,1.11,1.066
LELMECB40064542410E,CND7,1,KRC161866/2,EAB-PACK,0.63,0.4,0.255,0.064
LELMECB40064411402E,CND7,16,KRC1612271/11R1C,EAB-PACK,1.2,0.74,1.02,0.906
LELMECB40064411525E,CND7,16,KRC1612271/11R1C,EAB-PACK,1.2,0.74,1.02,0.906
LELMECB40064411549E,CND7,16,KRC1612271/11R1C,EAB-PACK,1.2,0.74,1.02,0.906
LELMECB40064412584E,CND7,1,KRC1612271/11R1C,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40064412591E,CND7,1,KRC1612271/11R1C,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40064412607E,CND7,1,KRC1612271/11R1C,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40064412812E,CND7,1,KRC1612271/11R1C,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40064412829E,CND7,1,KRC1612271/11R1C,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40064762184E,CND7,40,KRY901555/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064761316E,CND7,10,NTB1010742/1,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40064761064E,CND7,10,NTB1010742/1,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40064761491E,CND7,10,NTB1010742/1,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40064969422E,CND7,50,SEF901377/4,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064969422E,CND7,50,RNV44404/02,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064969422E,CND7,50,SEF901376/0321,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064969422E,CND7,50,RDH10265/3,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064968111E,CND7,8,KDU1370095/11,EAB-ZPACK,1.2,0.8,1.05,1.008
LELMECB40064968128E,CND7,8,KDU1370095/11,EAB-ZPACK,1.2,0.8,1.05,1.008
LELMECB40064968135E,CND7,8,KDU1370095/11,EAB-ZPACK,1.2,0.8,1.05,1.008
LELMECB40064968142E,CND7,8,KDU1370095/11,EAB-ZPACK,1.2,0.8,1.05,1.008
LELMECB40064968159E,CND7,8,KDU1370095/11,EAB-ZPACK,1.2,0.8,1.05,1.008
LELMECB40064968166E,CND7,8,KDU1370095/11,EAB-ZPACK,1.2,0.8,1.05,1.008
LELMECB40064968173E,CND7,1,KDU1370095/11,EAB-ZPACK,0.595,0.48,0.225,0.064
LELMECB40065080393,CND7,1,KDU1370093/11,RTK293358/1,0.575,0.462,0.093,0.025
LELMECB40065080713,CND7,1,KDU1370093/11,RTK293358/1,0.575,0.462,0.093,0.025
LELMECB40065080720,CND7,1,KDU1370093/11,RTK293358/1,0.575,0.462,0.093,0.025
LELMECB40065091757,CND7,2,KRY901502/2,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40065073043,CND7,50,NCD90165/1,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40065073746,CND7,50,NCD90165/1,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40065093225,CND7,1,KRC161858/1R2E,EAB-ZPACK,0.595,0.44,0.24,0.063
LELMECB40065093232,CND7,1,KRC161858/1R2E,EAB-ZPACK,0.595,0.44,0.24,0.063
LELMECB40065090477,CND7,2,KRD901260/11,EAB-ZPACK,0.97,0.57,0.74,0.409
LELMECB40065090484,CND7,3,KRD901260/11,EAB-ZPACK,0.97,0.57,1.05,0.581
LELMECB40065090491,CND7,3,KRD901260/11,EAB-ZPACK,0.97,0.57,1.05,0.581
LELMECB40065090507,CND7,3,KRD901260/11,EAB-ZPACK,0.97,0.57,1.05,0.581
LELMECB40065091313,CND7,3,KRD901260/11,EAB-ZPACK,0.97,0.57,1.05,0.581
LELMECB40065091320,CND7,3,KRD901260/11,EAB-ZPACK,0.97,0.57,1.05,0.581
LELMECB40065091337,CND7,3,KRD901260/11,EAB-ZPACK,0.97,0.57,1.05,0.581
LELMECB40065092419,CND7,1,KRC1610005/1R1C,EAB-ZPACK,0.59,0.395,0.27,0.063
LELMECB40065092433,CND7,1,KRC1610005/1R1C,EAB-ZPACK,0.59,0.395,0.27,0.063
LELMECB40065092457,CND7,1,KRC1610005/1R1C,EAB-ZPACK,0.59,0.395,0.27,0.063
LELMECB40065015388E,CND7,4,RPM2530292/20M,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40065003385E,CND7,2,SEF901377/4,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40064969613E,CND7,3,RDH10281/1,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40064969644E,CND7,1,RPM2530292/5000,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40064969866E,CND7,3,SXK1092157/1,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40065055964E,CND7,9,RPM2531610/10M,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40064596048E,CND7,4,RDH10265/25,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40064589842E,CND7,1,NGC90145,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40064968661E,CND7,3,RNT44737/01,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40064968692E,CND7,3,RNT44737/01,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40064998552E,CND7,4,RDH10265/25,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40064968708E,CND7,3,RNT44737/01,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40065011120E,CND7,3,RPM1192060/5,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40065011120E,CND7,3,SEF901377/4,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40065011120E,CND7,3,RDH10265/1,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40065011120E,CND7,3,SEF901376/0214,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40065011120E,CND7,3,RPM777045/03000,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40065003620E,CND7,4,SEF901377/4,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40064590473E,CND7,1,RDH10270/2,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40065025936E,CND7,1,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065025936E,CND7,1,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065025936E,CND7,1,SEF901377/5,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064969460E,CND7,3,RDH10281/2,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40065026001E,CND7,8,RDH10265/3,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40065026001E,CND7,8,RDH10265/25,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40065014695E,CND7,39,RDH10265/3,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40065014695E,CND7,39,RDH10265/25,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40065055933E,CND7,4,RPM2531610/10M,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40064589996E,CND7,1,RDH10270/1,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40064700216E,CND7,7,NTB101689/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40065061545E,CND7,22,RPM2531610/10M,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40064969484E,CND7,3,RDH10281/1,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40064589583E,CND7,18,RDH10265/3,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40064589583E,CND7,18,RDH10265/25,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40064590596E,CND7,4,RDH10265/3,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40064590596E,CND7,4,RDH10265/25,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40064631763E,CND7,13,RPM777096/00115,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40065061583E,CND7,22,RPM2531610/10M,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40065002678E,CND7,1,RDH10265/25,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40065055940E,CND7,3,RPM2531610/10M,RTK193170/5,0.396,0.298,0.164,0.019
