HU number,Shipping Point,Packed Quantity,Material,Packaging Materials,Length,Width,Height,Total Volume
LELMECB40059550550E,CND7,3,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059550550E,CND7,3,SEF901377/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059552677E,CND7,2,RDH10248/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059552677E,CND7,2,RPM2531619/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059552677E,CND7,2,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059552677E,CND7,2,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059552677E,CND7,2,SEF901377/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059552677E,CND7,2,RDH10248/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059552448E,CND7,5,RDH10265/3,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40059552448E,CND7,5,RDH10265/25,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40059552448E,CND7,5,RNT44737/01,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40059552448E,CND7,5,SEF901376/0535,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40059552448E,CND7,5,RPM2531610/10M,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40059552448E,CND7,5,SEF901377/1,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40059553483E,CND7,12,RDH10265/3,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40059553483E,CND7,12,RDH10265/25,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40059553483E,CND7,12,RNT44737/01,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40059553483E,CND7,12,SEF901376/0535,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40059553483E,CND7,12,RPM2531610/10M,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40059553483E,CND7,12,SEF901377/1,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40059532341E,CND7,16,KRC161624/2,EAB-PACK,1.2,0.8,1.06,1.018
LELMECB40059617918E,CND7,6,KRC161892/2,EAB-PACK,1.2,0.8,0.58,0.557
LELMECB40059617925E,CND7,1,KRC161892/2,EAB-PACK,0.6,0.44,0.255,0.067
LELMECB40059617932E,CND7,1,KRC161892/2,EAB-PACK,0.6,0.44,0.255,0.067
LELMECB40059536066E,CND7,16,RDH10265/3,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059536066E,CND7,16,RDH10265/25,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059536066E,CND7,16,RNT44737/01,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059536066E,CND7,16,SEF901376/0535,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059536066E,CND7,16,RPM2531610/10M,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059536066E,CND7,16,SEF901377/1,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059528603E,CND7,16,KRC161652/2,EAB-PACK,1.2,0.8,1.15,1.104
LELMECB40059529136E,CND7,16,KRC161652/2,EAB-PACK,1.2,0.8,1.155,1.109
LELMECB40059530927E,CND7,16,KRC161652/2,EAB-PACK,1.2,0.8,1.155,1.109
LELMECB40059414739E,CND7,35,SXK1252796/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059414739E,CND7,49,SXK1252796/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059415330E,CND7,105,SEF901376/0321,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059415354E,CND7,21,SXK1252796/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059415354E,CND7,105,SXK1255991/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059415361E,CND7,210,SEF901377/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059494649E,CND7,72,SEF901377/1,EAB-PACK,0.6,0.8,0.46,0.221
LELMECB40059384650E,CND7,3,SEF901377/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059384650E,CND7,3,SEF901376/0214,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059384650E,CND7,3,SXK1255991/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059414784E,CND7,1,KRC161488/1,RTK293284/2,0.285,0.254,0.1,0.007
LELMECB40059414807E,CND7,1,KRC161488/1,RTK293284/2,0.285,0.254,0.1,0.007
LELMECB40059414753E,CND7,1,KRC161488/1,RTK293284/2,0.285,0.254,0.1,0.007
LELMECB40059592864E,CND7,1,KRC161803/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40059625357E,CND7,40,NCD90165/1,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40059627016E,CND7,64,SEF901304/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059627016E,CND7,64,SXK1252540/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059627016E,CND7,64,RNT44737/01,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059414715E,CND7,48,KRC161488/1,EAB-PACK,1.2,0.8,0.54,0.518
LELMECB40059414722E,CND7,1,KRC161488/1,RTK293284/2,0.285,0.254,0.1,0.007
LELMECB40059526920E,CND7,50,SEF901377/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059526920E,CND7,50,SXK1255991/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059526920E,CND7,37,SEF901376/0321,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059527026E,CND7,7,SEF901376/0321,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059415347E,CND7,35,KRC161509/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059411271E,CND7,1,KRC161865/2,EAB-PACK,0.6,0.44,0.25,0.066
LELMECB40059384667E,CND7,23,SEF901377/2,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059384667E,CND7,23,SEF901376/0214,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059384667E,CND7,23,SXK1255991/1,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059528566E,CND7,58,SEF901377/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059528566E,CND7,17,SEF901376/0321,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059528566E,CND7,65,SXK1255991/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059586351E,CND7,16,KRC161803/2,EAB-PACK,1.2,0.8,1.07,1.027
LELMECB40059529181E,CND7,40,SEF901376/0321,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059529181E,CND7,65,SXK1255991/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059530934E,CND7,73,SEF901376/0321,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059531009E,CND7,1,KRC161652/2,EAB-PACK,0.56,0.398,0.26,0.058
LELMECB40059535342E,CND7,6,KRC161954/11,EAB-PACK,0.99,0.76,0.91,0.685
LELMECB40059535533E,CND7,1,KRC161954/11,EAB-PACK,0.65,0.5,0.26,0.085
LELMECB40059535564E,CND7,1,KRC161954/11,EAB-PACK,0.65,0.5,0.26,0.085
LELMECB40059410458E,CND7,60,KRY901345/8,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059410489E,CND7,45,KRY901345/8,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059627061E,CND7,170,SEF901377/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059627061E,CND7,36,SXK1255991/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059628341E,CND7,96,SXK1255991/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059629461E,CND7,38,SXK1255991/1,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059591560E,CND7,1,KRC161803/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40059616133E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059615860E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059615877E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059411240E,CND7,70,SEF901377/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059411240E,CND7,25,SEF901376/0321,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059411240E,CND7,10,SEF901376/0321,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059411240E,CND7,35,SXK1255991/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059411257E,CND7,35,SXK1252796/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059619578E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059627023E,CND7,104,RNT44737/01,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059549295E,CND7,10,RDH10265/3,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40059549295E,CND7,10,RDH10265/25,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40059617857E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059616416E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059619035E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059619523E,CND7,3,KRD901242/11R1C,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059516082E,CND7,4,RDH10270/1,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40059619547E,CND7,1,KRD901242/11R1B,EAB-PACK,0.96,0.56,0.26,0.14
LELMECB40059617895E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059617901E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059607209E,CND7,11,RPM2530292/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059552141E,CND7,1,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059552141E,CND7,1,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059552141E,CND7,1,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059552141E,CND7,1,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059552141E,CND7,1,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059552141E,CND7,1,SEF901377/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059550253E,CND7,2,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059550253E,CND7,2,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059550253E,CND7,4,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059550253E,CND7,2,SEF901377/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059549806E,CND7,6,RDH10248/2,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40059549806E,CND7,6,RPM2531619/10M,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40059549806E,CND7,6,RNT44737/01,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40059549806E,CND7,6,SEF901376/0535,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40059549806E,CND7,6,SEF901377/1,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40059549806E,CND7,1,RDH10248/1,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40059549806E,CND7,5,RDH10248/1,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40059553377E,CND7,2,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059553377E,CND7,2,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059553377E,CND7,2,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059553377E,CND7,2,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059553377E,CND7,2,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059553377E,CND7,2,SEF901377/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059549509E,CND7,2,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059549509E,CND7,2,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059549509E,CND7,4,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059549509E,CND7,2,SEF901377/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059538701E,CND7,1,NCD90178/1,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40059538701E,CND7,1,RPM777096/00115,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40059538701E,CND7,1,RPM777755/01500,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40059549073E,CND7,1,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059549073E,CND7,1,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059549073E,CND7,1,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059549073E,CND7,1,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059549073E,CND7,1,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059549073E,CND7,1,SEF901377/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059549240E,CND7,6,RDH10265/3,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40059549240E,CND7,6,RDH10265/25,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40059516068E,CND7,2,NCD90165/1,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40059516068E,CND7,2,RPM1136127/3000,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40059543880E,CND7,6,RDH10265/1,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059543880E,CND7,6,RPM1192060/5,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059543880E,CND7,6,RPM777045/03000,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059543880E,CND7,6,SEF901377/1,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059549011E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059549011E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059549011E,CND7,6,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059549011E,CND7,3,SEF901377/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059516105E,CND7,1,KRE1012395/2,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40059539272E,CND7,6,NCD90178/1,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40059539272E,CND7,6,RPM777096/00115,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40059539272E,CND7,6,RPM777755/01500,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40059543125E,CND7,4,RPM777567/05000,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40059543125E,CND7,8,RPM919727/05000,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40059543125E,CND7,4,RPM777528/10000,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40059543125E,CND7,4,RDH10265/1,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40059507028E,CND7,2,RPM5132371/00300,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40059522618E,CND7,1,KRE1012395/2,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40059542036E,CND7,1,RDH10265/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059542036E,CND7,1,RPM1192060/5,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059542036E,CND7,1,RPM777045/03000,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059542036E,CND7,1,SEF901377/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40059542807E,CND7,5,RPM777567/05000,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40059542807E,CND7,10,RPM919727/05000,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40059542807E,CND7,5,RPM777528/10000,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40059542807E,CND7,5,RDH10265/1,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40059538077E,CND7,11,RNT44737/01,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40059538077E,CND7,11,SEF901376/0535,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40059538077E,CND7,22,RPM2531610/10M,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40059538077E,CND7,11,SEF901377/2,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40059609531E,CND7,69,RDH10265/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059609531E,CND7,69,RPM1192060/5,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059609531E,CND7,69,RPM777045/03000,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059609531E,CND7,69,SEF901377/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059553261E,CND7,4,RNT44737/01,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40059553261E,CND7,4,SEF901376/0535,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40059553261E,CND7,8,RPM2531610/10M,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40059553261E,CND7,4,SEF901377/2,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40059500821E,CND7,5,RDH10265/3,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40059500821E,CND7,5,RDH10265/25,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40059620413E,CND7,1,KRD901154/11,EAB-PACK,0.75,0.49,0.26,0.096
LELMECB40059551090E,CND7,6,RNT44737/01,RTK193170/2,0.6,0.8,0.46,0.221
LELMECB40059551090E,CND7,6,SEF901376/0535,RTK193170/2,0.6,0.8,0.46,0.221
LELMECB40059551090E,CND7,6,RPM2531610/10M,RTK193170/2,0.6,0.8,0.46,0.221
LELMECB40059551090E,CND7,6,SEF901377/1,RTK193170/2,0.6,0.8,0.46,0.221
LELMECB40059635295E,CND7,96,RNT44737/01,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40059619110E,CND7,2,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.64,0.354
LELMECB40059618342E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059635240E,CND7,100,SXK1255991/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059635288E,CND7,100,SEF901377/1,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059666053E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059666060E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059637374E,CND7,100,SXK1255991/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059663144E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059639859E,CND7,18,SXK1255991/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059639859E,CND7,118,SEF901377/3,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059663151E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059639873E,CND7,236,RNT44737/01,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059663533E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059618373E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059659352E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059659628E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059659635E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059659642E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059659659E,CND7,3,KRD901242/11R2A,EAB-PACK,0.97,0.57,0.9,0.498
LELMECB40059647021E,CND7,6,KRC161923/1,EAB-PACK,1.2,0.8,1.09,1.046
LELMECB40059647038E,CND7,6,KRC161923/1,EAB-PACK,1.2,0.8,1.095,1.051
LELMECB40059647052E,CND7,6,KRC161923/1,EAB-PACK,1.2,0.8,1.09,1.046
LELMECB40059647090E,CND7,6,KRC161923/1,EAB-PACK,1.2,0.8,1.09,1.046
LELMECB40059647724E,CND7,6,KRC161923/1,EAB-PACK,1.2,0.8,1.1,1.056
LELMECB40059631495E,CND7,280,SEF901377/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059632454E,CND7,44,SXK1255991/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059632454E,CND7,56,SXK1255991/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059632492E,CND7,100,SXK1255991/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059633758E,CND7,100,SXK1255991/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059652704E,CND7,6,KRC161923/1,EAB-PACK,1.2,0.8,1.095,1.051
LELMECB40059667210E,CND7,16,KRC161803/2,EAB-PACK,1.2,0.8,1.07,1.027
LELMECB40059634304E,CND7,35,SEF901377/1,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059634304E,CND7,15,SXK1255991/1,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40059606233E,CND7,120,RPM1192062/5,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059606233E,CND7,120,RPM80092/02000,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059600996E,CND7,120,RNT14122/1,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40059601528E,CND7,120,RNT14122/1,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40059606660E,CND7,74,RPM80089/05000,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059606660E,CND7,55,RPM1192062/5,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059606660E,CND7,65,RPM1192062/5,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059604840E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059605885E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059606455E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059624770E,CND7,16,KRC161619/1,EAB-PACK,1.2,0.8,1.09,1.046
LELMECB40059606837E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059607124E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059624824E,CND7,16,KRC161619/1,EAB-PACK,1.2,0.8,1.095,1.051
LELMECB40059624848E,CND7,16,KRC161619/1,EAB-PACK,1.2,0.8,1.1,1.056
LELMECB40059632300E,CND7,1,KRC161619/1,RTK293321/2,0.398,0.597,0.246,0.058
LELMECB40059632416E,CND7,1,KRC161619/1,RTK293321/2,0.398,0.597,0.246,0.058
LELMECB40059625081E,CND7,16,KRC161619/1,EAB-PACK,1.2,0.8,1.09,1.046
LELMECB40059625098E,CND7,16,KRC161619/1,EAB-PACK,1.2,0.8,1.095,1.051
LELMECB40059507097E,CND7,100,RPM777523/15000,RTK21717/741,1.2,0.8,0.6,0.576
LELMECB40059516051E,CND7,100,RPM777523/15000,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059516051E,CND7,100,RPM777523/15000,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059411288E,CND7,118,SEF901376/0214,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059411295E,CND7,97,SEF901376/0214,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059600279E,CND7,120,RNT14122/1,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40059600910E,CND7,120,RNT14122/1,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40059601603E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059602068E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059603560E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059603911E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059604468E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059633789E,CND7,16,KRC1612271/11R1C,RTK293321/2,1.2,0.74,1.02,0.906
LELMECB40059637343E,CND7,1,KRC1612271/11R1C,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40059637350E,CND7,1,KRC1612271/11R1C,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40059642781E,CND7,16,KRC161652/2,EAB-PACK,1.2,0.8,1.16,1.114
LELMECB40059645836E,CND7,1,KRC161652/2,EAB-PACK,0.56,0.398,0.26,0.058
LELMECB40059645850E,CND7,1,KRC161652/2,EAB-PACK,0.56,0.398,0.26,0.058
LELMECB40059645874E,CND7,1,KRC161652/2,EAB-PACK,0.56,0.398,0.26,0.058
LELMECB40059655347E,CND7,6,KRC161923/1,EAB-PACK,1.2,0.8,1.1,1.056
LELMECB40059655330E,CND7,6,KRC161923/1,EAB-PACK,1.2,0.8,1.1,1.056
LELMECB40059642712E,CND7,100,SXK1255991/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059642743E,CND7,100,SXK1255991/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059642804E,CND7,105,SEF901377/3,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059642804E,CND7,42,SXK1255991/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059646147E,CND7,484,RNT44737/01,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059646192E,CND7,137,SEF901377/3,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40059655873E,CND7,6,KRC161923/1,EAB-PACK,1.2,0.8,1.1,1.056
LELMECB40059655880E,CND7,6,KRC161923/1,EAB-PACK,1.2,0.8,1.1,1.056
LELMECB40059656016E,CND7,6,KRC161923/1,EAB-PACK,1.2,0.8,1.1,1.056
LELMECB40059654791E,CND7,6,KRC161923/1,EAB-PACK,1.2,0.8,1.1,1.056
LELMECB40059657051E,CND7,1,KRC161923/1,EAB-PACK,0.75,0.55,0.325,0.134
LELMECB40059655842E,CND7,6,KRC161923/1,EAB-PACK,1.2,0.8,1.1,1.056
LELMECB40059655859E,CND7,6,KRC161923/1,EAB-PACK,1.2,0.8,1.1,1.056
LELMECB40059494625E,CND7,20,RPM2531610/10M,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40059618434E,CND7,1,KRC161892/2,EAB-PACK,0.6,0.44,0.255,0.067
LELMECB40059618458E,CND7,1,KRC161892/2,EAB-PACK,0.6,0.44,0.255,0.067
LELMECB40059494601E,CND7,5,RPM77701/02000,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40059599559E,CND7,64,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059599580E,CND7,64,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40059599702E,CND7,64,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
